sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,start_period,maximum_magnitude,strategy_PFLO_NDC_3,year
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.043750000000000004,2042
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.046875,2043
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.05,2044
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.053125000000000006,2045
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.05625,2046
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.059375000000000004,2047
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.0625,2048
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.065625,2049
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.06875,2050
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.07187500000000001,2051
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.07500000000000001,2052
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.078125,2053
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.08125,2054
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.084375,2055
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.08750000000000001,2056
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.09062500000000001,2057
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.09375,2058
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.096875,2059
IPPU,IPPU,TFR:IPPU:DEC_PFCS,IPPU: Reduce use of PFCs,Missing,Fractional reduction in PFC emission factors per production quantity.,13,0.0,0.1,2060
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2015
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2016
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2017
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2018
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2019
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2020
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2021
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2022
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2023
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2024
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2025
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2026
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2027
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0,2028
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.0312496875,2029
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.062499375,2030
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.09374906250000001,2031
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.12499875,2032
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.1562484375,2033
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.18749812500000002,2034
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.2187478125,2035
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.2499975,2036
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.2812471875,2037
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.312496875,2038
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.3437465625,2039
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.37499625000000003,2040
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.40624593750000004,2041
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.437495625,2042
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.4687453125,2043
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.499995,2044
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.5312446875,2045
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.562494375,2046
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.5937440625,2047
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.62499375,2048
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.6562434375,2049
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.687493125,2050
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.7187428125,2051
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.7499925000000001,2052
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.7812421875000001,2053
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.8124918750000001,2054
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.8437415625,2055
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.87499125,2056
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.9062409375,2057
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.937490625,2058
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.9687403125,2059
AFOLU,LNDU,TFR:LNDU:DEC_DEFORESTATION,LNDU: Stop deforestation,Halt deforestation of primary and secondary forests,Target transition probability for forest classes remaining that class (closer to 1 means less loss),13,0.0,0.99999,2060
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2015
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2016
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2017
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2018
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2019
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2020
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2021
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2022
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2023
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2024
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2025
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2026
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2027
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0,2028
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.00625,2029
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0125,2030
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.018750000000000003,2031
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.025,2032
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.03125,2033
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.037500000000000006,2034
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.043750000000000004,2035
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.05,2036
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.05625,2037
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.0625,2038
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.06875,2039
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.07500000000000001,2040
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.08125,2041
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.08750000000000001,2042
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.09375,2043
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.1,2044
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.10625000000000001,2045
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.1125,2046
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.11875000000000001,2047
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.125,2048
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.13125,2049
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.1375,2050
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.14375000000000002,2051
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.15000000000000002,2052
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.15625,2053
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.1625,2054
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.16875,2055
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.17500000000000002,2056
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.18125000000000002,2057
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.1875,2058
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.19375,2059
AFOLU,LNDU,TFR:LNDU:INC_REFORESTATION,LNDU: Increase Reforestation,"Increases probability of input land use classes being converted to secondary forests. This transformation can be defined for specific land use classes--e.g., converting only shrublands and croplands to ",Target fractional increase in forest area,13,0.0,0.2,2060
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2015
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2016
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2017
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2018
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2019
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2020
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2021
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2022
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2023
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2024
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2025
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2026
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2027
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.0,2028
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.015625,2029
Energy,SCOE,TFR:SCOE:INC_EFFICIENCY_APPLIANCE,SCOE: Increase appliance efficiency,Missing,Fractional increase in the efficiency of electrical appliances in buildings.,13,0.0,0.03125,2030
